year,country_name,hdi_category,indicator_name,reference,values
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.4
,Barbados,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.3
,Czech Republic,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,10.2
,Kuwait,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,2.7
,Malta,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.4
,Qatar,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.8
,Hungary,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,10.1
,Poland,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,38.2
,Argentina,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,38.7
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,4.1
,Chile,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,16.3
,Bahrain,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.7
,Slovakia,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,5.4
,Lithuania,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,3.4
,Estonia,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,1.3
,Latvia,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,2.3
,Uruguay,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,3.3
,Croatia,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,4.6
,Costa Rica,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,4.3
,Bahamas,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.3
,Seychelles,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.1
,Cuba,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,11.3
,Mexico,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,104.3
,Bulgaria,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,7.7
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,(.)
,Tonga,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.1
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,5.9
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,0.1
,Oman,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,2.5
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,1.3
,Romania,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,21.6
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,23.6
,Panama,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,3.2
,Malaysia,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,25.7
,Belarus,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,9.8
,Mauritius,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,1.2
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,3.9
,Russian Federation,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,144.0
,Albania,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,3.2
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,2.0
,Brazil,HIGH HUMAN DEVELOPMENT,Total population (millions)2005,,186.8
,Dominica,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.1
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.2
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,15.2
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,26.7
,Colombia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,44.9
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,46.9
,Samoa,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.2
,Thailand,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,63.0
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,9.5
,Belize,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.3
,China,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,d,"1,313.0"
,Grenada,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.1
,Armenia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,3.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,73.0
,Suriname,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.5
,Jordan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,5.5
,Peru,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,27.3
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,4.0
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,13.1
,Philippines,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,84.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,10.1
,Fiji,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.8
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.1
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,69.4
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,5.9
,Georgia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,4.5
,Guyana,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.7
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,8.4
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,19.1
,Maldives,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.3
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,2.7
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.5
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,6.7
,Algeria,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,32.9
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,85.0
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,3.8
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,226.1
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,18.9
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,4.8
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,5.5
,Moldova,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,3.9
,Egypt,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,72.8
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,26.6
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,2.6
,Honduras,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,6.8
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,5.2
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,9.2
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,12.7
,Gabon,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,1.3
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.2
,South Africa,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,47.9
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,6.6
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.2
,Botswana,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,1.8
,Namibia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,2.0
,Morocco,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,30.5
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.5
,India,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,"1,134.4"
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.5
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,5.7
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,14.0
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,48.0
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.6
,Comoros,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.8
,Ghana,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,22.5
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,158.1
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,3.0
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,2.0
,Congo,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,3.6
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,153.3
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,1.1
,Nepal,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,27.1
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,18.6
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,17.8
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,6.1
,Haiti,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,9.3
,Sudan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,36.9
,Kenya,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,35.6
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,0.8
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,1.1
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,13.1
,Togo,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,6.2
,Yemen,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,21.1
,Uganda,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,28.9
,Gambia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2005,,1.6
,Senegal,,Total population (millions)2005,,11.8
,Eritrea,,Total population (millions)2005,,4.5
,Nigeria,,Total population (millions)2005,,141.4
,Tanzania (United Republic of),,Total population (millions)2005,,38.5
,Guinea,,Total population (millions)2005,,9.0
,Rwanda,,Total population (millions)2005,,9.2
,Angola,,Total population (millions)2005,,16.1
,Benin,,Total population (millions)2005,,8.5
,Malawi,,Total population (millions)2005,,13.2
,Zambia,,Total population (millions)2005,,11.5
,Iceland,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.3
,Norway,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,4.9
,Australia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,22.4
,Canada,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,35.2
,Ireland,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,4.8
,Sweden,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,9.4
,Switzerland,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,7.7
,Japan,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,126.6
,Netherlands,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,16.6
,France,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,63.7
,Finland,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,5.4
,United States,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,329.0
,Spain,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,46.0
,Denmark,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,5.5
,Austria,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,8.5
,United Kingdom,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,62.8
,Belgium,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,10.6
,Luxembourg,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.5
,New Zealand,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,4.5
,Italy,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,59.0
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,7.7
,Germany,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,81.8
,Israel,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,7.8
,Greece,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,11.3
,Singapore,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,4.8
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,49.1
,Slovenia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,2.0
,Cyprus,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.9
,Portugal,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,10.8
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.5
,Barbados,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.3
,Czech Republic,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,10.1
,Kuwait,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,3.4
,Malta,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.4
,Qatar,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,1.0
,Hungary,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,9.8
,Poland,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,37.6
,Argentina,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,42.7
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,5.3
,Chile,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,17.9
,Bahrain,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.9
,Slovakia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,5.4
,Lithuania,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,3.3
,Estonia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,1.3
,Latvia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,2.2
,Uruguay,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,3.4
,Croatia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,4.5
,Costa Rica,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,5.0
,Bahamas,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.4
,Seychelles,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.1
,Cuba,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,11.3
,Mexico,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,115.8
,Bulgaria,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,7.2
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.1
,Tonga,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.1
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,7.1
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,0.1
,Oman,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,3.1
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,1.4
,Romania,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,20.6
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,29.3
,Panama,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,3.8
,Malaysia,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,30.0
,Belarus,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,9.3
,Mauritius,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,1.3
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,3.9
,Russian Federation,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,136.5
,Albania,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,3.3
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,2.0
,Brazil,HIGH HUMAN DEVELOPMENT,Total population (millions)2015b,,210.0
,Dominica,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.1
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.2
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,16.3
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,31.3
,Colombia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,50.7
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,43.4
,Samoa,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.2
,Thailand,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,66.8
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,10.9
,Belize,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.3
,China,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,d,"1,388.6"
,Grenada,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.1
,Armenia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,3.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,82.1
,Suriname,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.5
,Jordan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,6.9
,Peru,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,30.8
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,4.4
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,14.6
,Philippines,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,101.1
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,11.2
,Fiji,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.9
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.1
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,79.4
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,7.0
,Georgia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,4.2
,Guyana,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.7
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,9.0
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,20.0
,Maldives,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.4
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,2.8
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.6
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,7.6
,Algeria,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,38.1
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,96.5
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,5.1
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,251.6
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,23.5
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,5.5
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,6.3
,Moldova,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,3.6
,Egypt,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,86.2
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,30.6
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,2.9
,Honduras,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,8.3
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,5.8
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,10.9
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,16.2
,Gabon,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,1.5
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.3
,South Africa,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,50.3
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,7.7
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.2
,Botswana,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,2.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,2.3
,Morocco,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,34.3
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.6
,India,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,"1,302.5"
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.6
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,6.7
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,16.6
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,52.0
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,0.7
,Comoros,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,1.0
,Ghana,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,27.3
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,190.7
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,3.8
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,2.1
,Congo,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,4.5
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,180.1
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,1.2
,Nepal,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,32.8
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,24.1
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,21.5
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,7.3
,Haiti,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,10.8
,Sudan,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,45.6
,Kenya,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,46.2
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,1.0
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,1.5
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,14.5
,Togo,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,8.0
,Yemen,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,28.3
,Uganda,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,40.0
,Gambia,MEDIUM HUMAN DEVELOPMENT,Total population (millions)2015b,,2.1
,Senegal,,Total population (millions)2015b,,14.9
,Eritrea,,Total population (millions)2015b,,6.2
,Nigeria,,Total population (millions)2015b,,175.7
,Tanzania (United Republic of),,Total population (millions)2015b,,49.0
,Guinea,,Total population (millions)2015b,,11.4
,Rwanda,,Total population (millions)2015b,,12.1
,Angola,,Total population (millions)2015b,,21.2
,Benin,,Total population (millions)2015b,,11.3
,Malawi,,Total population (millions)2015b,,17.0
,Zambia,,Total population (millions)2015b,,13.8
,Iceland,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,1.0
,Norway,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.5
,Australia,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,1.3
,Canada,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,1.1
,Ireland,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.9
,Sweden,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.3
,Switzerland,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.5
,Japan,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.5
,Netherlands,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.6
,France,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.5
,Finland,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.4
,United States,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,1.0
,Spain,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.7
,Denmark,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.2
,Austria,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.3
,United Kingdom,HIGH HUMAN DEVELOPMENT,Annual population growth rate  (%) 1975-2005,,0.2
